#######################,###### LOG FILE #######,#######################
2009-01-22 17:30:31
#######################,#######################,#######################
Idade:, 19
Altura:, 19
Peso:, 58
Sexo:, Feminino
Actividade:, Levantar depois de Sentar
#######################,#######################,#######################

X,Y,Z
88,520,465
342,577,481
332,597,509
292,608,515
346,570,492
390,554,501
397,564,508
350,565,497
351,548,489
340,562,487
346,555,486
353,557,488
335,552,482
343,549,478
343,556,478
356,554,471
348,558,475
349,554,471
338,553,470
354,561,474
351,555,467
