#######################,###### LOG FILE #######,#######################
2008-09-26 13:30:36
#######################,#######################,#######################
Idade:, 25
Altura:, 1.64
Peso:, 60
Sexo:, Feminino
Actividade:, Cair para a frente
#######################,#######################,#######################

X,Y,Z
81,513,477
347,547,475
341,542,479
345,536,480
344,541,480
339,535,482
337,538,472
352,546,474
343,537,484
341,533,479
343,529,485
338,523,485
339,528,489
342,530,482
351,541,489
361,533,486
378,549,479
319,731,532
389,329,410
611,585,444
785,621,0
461,570,392
543,650,481
489,662,0
508,687,497
412,532,353
424,697,402
480,658,440
458,671,474
442,644,461
460,697,476
455,674,485
459,675,481
445,665,467
453,671,476
