#######################,###### LOG FILE #######,#######################
2009-01-23 17:57:04
#######################,#######################,#######################
Idade:, 17
Altura:, 17
Peso:, 59
Sexo:, Feminino
Actividade:, Cair para tras
#######################,#######################,#######################

X,Y,Z
104,548,547
403,545,539
398,478,519
336,331,334
277,357,396
476,389,443
454,447,498
377,375,509
404,432,483
399,396,473
383,401,477
395,468,470
394,390,446
427,412,479
453,396,494
415,397,481
421,399,479
411,386,474
426,398,470
402,271,433
423,392,497
431,390,478
439,353,472
438,389,460
431,390,481
428,391,480
429,387,475
