#######################,###### LOG FILE #######,#######################
2008-11-20 16:07:04
#######################,#######################,#######################
Idade:, 24
Altura:, 1.64
Peso:, 56
Sexo:, Feminino
Actividade:, Levantar depois de Sentar
#######################,#######################,#######################

X,Y,Z
96,528,372
425,559,370
415,563,370
423,567,367
423,542,360
415,555,372
419,568,372
416,553,366
416,564,368
412,564,377
417,549,370
419,548,370
423,549,371
413,553,366
413,544,373
411,544,374
409,541,372
411,539,372
408,542,373
404,538,365
405,545,377
397,532,388
390,530,378
401,535,385
392,523,387
380,526,395
396,518,401
379,495,386
383,491,403
368,481,392
373,487,409
376,500,422
375,485,425
362,490,429
358,489,442
358,487,446
355,473,454
349,475,455
350,470,455
353,479,473
352,485,482
347,492,481
335,494,490
343,479,482
338,480,476
394,508,461
363,492,495
377,469,462
273,456,457
320,500,456
322,523,505
342,517,470
351,466,484
330,499,480
355,498,493
339,502,492
347,500,488
341,495,486
343,497,479
343,499,487
350,507,499
336,517,484
339,514,487
