#######################,###### LOG FILE #######,#######################
2009-01-15 17:12:14
#######################,#######################,#######################
Idade:, 47
Altura:, 47
Peso:, 70
Sexo:, Masculino
Actividade:, Levantar depois de Sentar
#######################,#######################,#######################

X,Y,Z
60,475,395
408,500,386
410,492,377
422,502,366
427,540,353
417,553,350
417,586,349
415,601,389
411,601,423
378,612,450
385,598,454
379,579,460
367,579,502
358,572,505
348,555,478
340,580,494
375,572,494
337,574,492
356,560,484
349,560,480
348,566,481
347,565,482
347,564,479
338,578,510
342,554,471
346,551,466
345,585,456
