#######################,###### LOG FILE #######,#######################
2008-09-26 19:19:49
#######################,#######################,#######################
Idade:, 34
Altura:, 1.68
Peso:, 72
Sexo:, Masculino
Actividade:, Correr
#######################,#######################,#######################

X,Y,Z
93,482,559
400,544,521
530,468,520
189,478,637
176,365,470
487,590,546
466,546,586
171,504,727
302,546,578
528,488,512
450,489,601
458,639,585
373,385,676
422,510,521
561,471,528
207,502,604
468,544,515
78,577,901
319,669,660
494,463,495
468,571,585
56,301,200
481,592,607
419,581,681
69,446,396
374,565,561
552,447,521
254,605,740
152,574,582
411,535,510
493,549,549
270,479,675
150,581,629
555,472,540
177,559,626
186,457,540
446,570,557
512,540,539
207,551,731
312,591,578
492,457,538
479,517,588
0,588,101
308,436,505
479,619,586
390,403,656
0,505,490
398,525,505
535,439,528
119,580,623
385,486,510
472,601,578
145,445,758
472,480,533
508,584,567
3,303,0
281,449,525
465,579,572
389,537,673
0,468,163
390,561,552
577,441,475
175,546,599
449,533,537
507,573,563
267,523,718
244,587,606
479,490,535
478,492,591
81,570,326
306,402,495
456,644,589
427,377,669
0,578,385
386,552,520
559,451,525
128,480,588
431,564,556
488,570,545
267,521,733
325,580,596
488,471,513
475,477,566
0,381,303
407,562,574
388,539,631
293,512,594
304,543,567
396,557,524
