#######################,###### LOG FILE #######,#######################
2009-01-15 17:31:38
#######################,#######################,#######################
Idade:, 18
Altura:, 18
Peso:, 45
Sexo:, Feminino
Actividade:, Cair para a direita
#######################,#######################,#######################

X,Y,Z
97,511,496
408,577,526
409,599,491
318,698,441
565,459,501
520,639,343
476,601,386
512,603,401
518,622,391
533,674,413
485,643,415
522,650,412
515,663,401
