#######################,###### LOG FILE #######,#######################
2009-01-22 18:10:27
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 53
Sexo:, Masculino
Actividade:, Caminhar
#######################,#######################,#######################

X,Y,Z
82,484,454
348,591,498
339,539,483
366,530,470
373,547,459
310,522,427
322,568,487
372,518,492
364,548,491
360,546,490
342,532,493
294,502,455
352,543,480
325,550,492
368,540,472
368,527,466
271,600,504
373,527,495
365,564,487
367,545,492
339,536,483
317,591,508
360,526,478
321,518,437
284,573,479
356,523,495
351,540,496
348,543,491
324,534,483
319,522,490
345,572,490
375,539,480
364,542,469
347,525,448
360,510,494
346,584,489
362,548,500
357,529,491
321,548,504
325,545,472
375,525,471
362,538,475
351,541,455
304,500,449
319,538,493
346,592,488
354,559,494
364,534,477
328,558,487
338,566,466
332,517,477
389,521,465
370,520,448
296,536,436
269,580,504
397,514,486
354,560,503
350,536,493
314,526,466
339,604,479
354,517,476
378,541,474
355,521,454
337,523,442
349,556,482
355,555,495
365,542,498
349,520,486
339,534,483
311,540,491
340,569,478
348,520,471
363,519,480
351,525,475
301,526,466
324,557,503
344,552,499
351,539,503
337,556,499
332,532,496
306,531,491
367,580,500
314,523,478
368,549,477
356,524,459
354,576,485
362,562,498
359,528,500
337,541,500
337,525,484
232,556,504
433,470,584
275,531,470
348,537,454
341,507,443
337,533,473
344,530,465
352,534,466
