#######################,###### LOG FILE #######,#######################
2009-01-22 17:30:22
#######################,#######################,#######################
Idade:, 19
Altura:, 19
Peso:, 58
Sexo:, Feminino
Actividade:, Sentar
#######################,#######################,#######################

X,Y,Z
88,558,514
332,566,496
354,565,505
385,590,512
384,576,536
349,555,524
320,595,520
323,554,501
342,563,503
340,543,496
345,535,471
339,545,467
346,526,447
351,523,434
369,536,447
350,549,441
368,520,432
363,529,435
342,530,446
358,527,434
357,536,441
352,537,438
355,530,440
359,527,430
340,538,431
352,544,444
350,543,442
361,539,430
368,553,448
