#######################,###### LOG FILE #######,#######################
2009-01-15 17:58:01
#######################,#######################,#######################
Idade:, 18
Altura:, 18
Peso:, 58
Sexo:, Feminino
Actividade:, Cair para a direita
#######################,#######################,#######################

X,Y,Z
79,514,468
394,544,478
399,534,482
394,578,489
438,543,496
356,853,331
514,439,72
463,512,391
597,487,444
529,518,471
476,382,304
475,479,381
473,516,335
485,555,354
473,562,363
482,578,352
480,560,350
486,545,345
485,551,345
483,548,354
477,537,334
482,552,354
