#######################,###### LOG FILE #######,#######################
2008-09-26 14:10:13
#######################,#######################,#######################
Idade:, 32
Altura:, 1.59
Peso:, 50
Sexo:, Feminino
Actividade:, Correr
#######################,#######################,#######################

X,Y,Z
81,554,486
199,413,360
249,615,456
460,525,558
561,586,538
137,566,485
135,599,473
463,492,441
511,518,549
0,719,489
277,434,409
648,580,528
466,601,495
335,590,503
474,565,519
40,644,457
283,423,434
600,599,549
419,520,174
453,358,395
345,550,491
495,529,503
460,614,507
410,515,520
595,518,508
375,624,413
303,471,504
329,579,514
470,522,542
524,510,569
0,670,446
309,523,421
464,617,504
464,366,383
326,557,494
415,487,465
579,507,555
322,594,437
162,519,394
429,503,555
599,615,561
83,706,465
269,513,486
338,524,440
464,462,520
501,623,570
0,733,442
332,424,396
598,549,547
468,590,585
281,406,385
177,604,445
392,556,470
575,509,523
443,632,553
61,465,378
346,517,479
623,641,571
437,562,492
402,311,348
274,505,476
441,541,490
563,547,543
86,456,88
159,465,374
429,461,473
526,602,587
0,669,474
206,609,458
329,557,494
518,557,538
426,600,539
119,601,389
314,477,480
513,520,587
461,559,509
0,515,308
179,607,500
451,524,562
496,541,566
388,636,534
87,577,395
339,523,458
560,509,501
362,573,437
283,556,469
297,518,465
478,534,516
481,560,506
62,701,410
273,525,462
513,502,489
477,572,504
282,433,413
299,510,503
364,510,490
474,514,495
