#######################,###### LOG FILE #######,#######################
2008-11-20 16:00:30
#######################,#######################,#######################
Idade:, 23
Altura:, 1.69
Peso:, 68
Sexo:, Feminino
Actividade:, Cair para a direita
#######################,#######################,#######################

X,Y,Z
61,520,544
326,417,498
424,526,466
389,490,592
255,966,747
514,503,500
489,638,432
482,657,358
503,601,358
464,633,372
480,632,413
438,636,425
447,650,436
391,619,419
405,637,423
410,621,411
421,651,414
