#######################,###### LOG FILE #######,#######################
2009-01-22 18:11:09
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 53
Sexo:, Masculino
Actividade:, Levantar depois de Sentar
#######################,#######################,#######################

X,Y,Z
94,543,466
380,564,467
363,583,489
366,564,491
374,564,486
345,569,489
347,549,486
352,553,486
338,544,490
335,539,486
343,531,486
338,542,484
353,541,479
342,543,471
344,535,472
349,543,477
349,545,475
344,540,475
342,539,475
342,543,477
345,543,474
352,542,473
342,539,471
343,546,473
343,543,475
342,541,472
342,544,473
344,546,473
345,544,470
343,540,467
342,540,471
347,541,468
348,540,468
346,544,467
347,545,465
347,542,469
348,545,469
345,545,465
351,544,468
347,543,468
347,549,469
346,543,471
345,542,469
343,548,467
345,545,467
