#######################,###### LOG FILE #######,#######################
2009-01-23 18:07:32
#######################,#######################,#######################
Idade:, 19
Altura:, 19
Peso:, 58
Sexo:, Feminino
Actividade:, Cair para a direita
#######################,#######################,#######################

X,Y,Z
103,635,489
391,645,478
398,682,476
416,677,497
404,618,486
371,614,459
346,572,454
331,521,430
337,469,421
377,463,416
401,444,430
399,413,434
415,378,426
431,382,439
462,387,443
462,386,459
458,393,460
465,387,440
456,397,447
464,396,448
454,388,438
453,381,449
455,399,438
459,398,441
453,402,448
