#######################,###### LOG FILE #######,#######################
2008-11-20 15:39:07
#######################,#######################,#######################
Idade:, 22
Altura:, 1.87
Peso:, 85
Sexo:, Masculino
Actividade:, Levantar depois de Sentar
#######################,#######################,#######################

X,Y,Z
98,497,446
357,536,438
353,533,438
361,535,436
357,529,436
356,539,437
351,535,444
358,541,436
361,538,428
360,537,427
365,532,426
375,533,430
312,511,449
324,475,518
318,464,529
335,477,552
344,482,545
355,475,535
362,499,501
341,522,562
373,485,532
362,544,574
318,462,506
326,531,553
341,513,533
338,506,530
342,519,535
343,511,509
340,526,534
340,514,533
316,520,533
331,512,529
360,529,546
343,512,511
336,515,507
