#######################,###### LOG FILE #######,#######################
2009-01-15 18:02:52
#######################,#######################,#######################
Idade:, 17
Altura:, 17
Peso:, 65
Sexo:, Feminino
Actividade:, Levantar depois de Deitar
#######################,#######################,#######################

X,Y,Z
459,384,417
443,408,400
434,435,392
407,442,398
391,465,378
390,516,433
376,535,432
314,587,408
342,580,465
385,608,472
357,610,484
344,622,480
336,622,486
355,591,493
381,571,492
378,571,494
390,570,494
392,573,486
336,560,469
334,581,469
343,557,475
350,546,463
345,555,469
354,546,471
