#######################,###### LOG FILE #######,#######################
2008-09-30 20:18:39
#######################,#######################,#######################
Idade:, 12
Altura:, 1.56
Peso:, 55
Sexo:, Masculino
Actividade:, Levantar depois de Deitar
#######################,#######################,#######################

X,Y,Z
83,420,459
356,397,480
386,393,494
334,456,442
299,442,482
230,690,509
395,628,479
403,594,463
302,630,469
418,589,490
373,518,406
399,568,513
421,539,441
318,596,505
348,566,500
357,580,509
343,575,504
364,569,490
