#######################,###### LOG FILE #######,#######################
2009-01-22 17:54:05
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 53
Sexo:, Masculino
Actividade:, Levantar depois de Sentar
#######################,#######################,#######################

X,Y,Z
108,544,451
416,546,491
437,583,515
299,578,471
352,545,495
340,521,483
345,546,496
349,517,490
341,553,494
331,544,499
320,521,477
346,563,494
348,562,510
335,541,488
348,561,496
332,530,492
345,541,488
328,541,486
343,538,489
342,539,493
338,537,490
344,536,498
351,536,487
343,540,491
346,540,486
340,541,495
339,546,494
336,540,493
340,539,491
343,538,492
345,539,490
344,546,497
337,539,491
353,538,491
340,542,496
342,537,493
331,542,508
352,538,493
340,535,483
331,540,489
353,536,495
332,540,493
357,531,492
336,535,492
