#######################,###### LOG FILE #######,#######################
2009-01-15 17:54:03
#######################,#######################,#######################
Idade:, 17
Altura:, 17
Peso:, 51
Sexo:, Feminino
Actividade:, Levantar depois de Sentar
#######################,#######################,#######################

X,Y,Z
81,462,381
406,468,369
387,505,383
388,464,378
378,500,402
349,506,444
312,502,465
285,554,509
347,554,537
342,594,572
332,565,549
348,545,529
329,537,543
371,549,540
352,523,486
347,525,490
359,547,494
326,538,498
344,528,489
347,535,486
341,537,488
346,534,496
341,542,482
340,542,482
