#######################,###### LOG FILE #######,#######################
2009-01-22 18:11:48
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 53
Sexo:, Masculino
Actividade:, Cair para a frente
#######################,#######################,#######################

X,Y,Z
105,604,535
523,429,485
829,712,480
543,734,569
496,605,528
458,604,508
463,673,518
472,721,535
481,674,538
476,659,536
488,677,531
492,675,537
490,667,529
474,673,530
480,686,539
485,672,520
409,698,560
490,679,528
493,676,529
506,676,541
488,667,528
472,658,521
492,676,536
494,670,535
492,670,534
495,675,533
487,674,533
485,670,532
487,675,532
489,677,539
490,673,533
492,673,533
487,676,534
491,673,536
490,675,533
490,673,538
491,673,535
490,671,535
490,672,535
492,673,537
492,671,536
494,673,536
489,673,536
