#######################,###### LOG FILE #######,#######################
2008-10-02 19:36:55
#######################,#######################,#######################
Idade:, 25
Altura:, 1.64
Peso:, 60
Sexo:, Feminino
Actividade:, Cair para a frente
#######################,#######################,#######################

X,Y,Z
99,522,470
368,574,501
402,525,476
383,498,441
341,509,424
286,648,533
428,538,440
477,736,601
379,787,575
507,567,495
527,585,500
539,784,730
454,653,546
422,664,520
531,672,589
503,676,579
477,645,537
492,669,569
492,667,567
488,653,562
489,658,567
487,663,577
501,661,583
479,664,564
477,653,561
