#######################,###### LOG FILE #######,#######################
2008-11-20 16:38:06
#######################,#######################,#######################
Idade:, 24
Altura:, 1.64
Peso:, 60
Sexo:, Feminino
Actividade:, Cair para a direita
#######################,#######################,#######################

X,Y,Z
88,498,474
399,482,483
355,534,508
340,456,476
333,497,456
349,446,439
568,550,351
473,407,449
559,610,421
658,603,379
568,688,453
577,484,421
610,763,483
532,622,438
500,641,433
515,663,437
489,649,379
496,643,407
516,640,402
516,634,410
513,633,408
508,666,404
520,640,408
514,644,409
526,632,410
520,641,412
