#######################,###### LOG FILE #######,#######################
2009-01-15 17:51:38
#######################,#######################,#######################
Idade:, 18
Altura:, 18
Peso:, 74
Sexo:, Feminino
Actividade:, Cair para a esquerda
#######################,#######################,#######################

X,Y,Z
84,484,421
373,507,426
373,505,428
376,500,439
394,499,464
429,503,480
486,503,488
442,437,438
387,534,0
490,584,440
552,584,443
606,606,413
568,633,331
547,607,402
576,591,416
589,601,397
571,612,398
573,590,403
567,600,401
557,634,379
523,599,356
497,570,389
491,508,327
512,563,363
515,576,353
522,563,353
535,559,354
517,579,362
503,566,355
489,570,341
