#######################,###### LOG FILE #######,#######################
2009-01-22 17:26:24
#######################,#######################,#######################
Idade:, 17
Altura:, 17
Peso:, 70
Sexo:, Feminino
Actividade:, Caminhar
#######################,#######################,#######################

X,Y,Z
88,529,520
356,563,474
377,539,502
309,556,465
299,484,447
377,618,544
398,502,463
275,593,427
326,601,499
350,530,499
368,568,472
371,547,500
275,567,465
378,633,494
325,534,491
433,541,453
324,538,406
323,547,410
322,490,461
336,511,463
368,606,503
215,566,464
430,532,458
336,575,422
303,588,480
354,521,481
385,502,471
371,496,488
272,594,513
435,553,499
146,553,455
494,499,482
351,557,423
195,676,509
512,442,495
143,675,447
475,568,515
211,531,436
360,498,450
273,672,504
360,525,481
413,556,452
361,528,423
316,577,426
373,570,513
432,537,509
296,584,526
354,467,434
372,554,475
363,616,493
326,588,496
355,523,451
409,533,425
307,589,415
330,640,491
405,538,506
283,615,493
396,522,471
314,493,446
343,549,436
379,588,532
289,571,478
416,520,460
383,523,425
299,626,382
372,576,486
387,563,481
361,547,468
327,549,446
331,545,497
297,643,460
376,528,476
429,521,453
280,599,409
309,544,415
417,590,520
302,549,465
403,586,498
321,482,459
314,500,441
345,617,513
285,548,463
396,558,463
398,522,442
324,537,430
407,564,523
315,620,493
375,511,489
341,519,418
378,677,466
314,500,504
403,576,440
369,501,418
324,617,407
343,625,534
371,516,479
368,577,473
343,527,474
350,527,457
297,545,478
306,641,443
373,492,474
435,579,443
325,532,482
340,582,454
456,526,535
321,582,478
386,566,484
357,554,467
388,533,466
345,582,448
