#######################,###### LOG FILE #######,#######################
2009-01-23 17:54:07
#######################,#######################,#######################
Idade:, 19
Altura:, 19
Peso:, 65
Sexo:, Feminino
Actividade:, Cair para tras
#######################,#######################,#######################

X,Y,Z
79,501,487
478,467,477
542,403,391
521,295,444
516,401,490
461,458,472
405,467,481
354,390,414
454,356,448
391,383,450
418,429,453
473,410,482
409,400,433
448,391,457
428,398,449
423,384,446
416,410,460
408,399,477
