#######################,###### LOG FILE #######,#######################
2009-01-23 17:55:50
#######################,#######################,#######################
Idade:, 17
Altura:, 17
Peso:, 59
Sexo:, Feminino
Actividade:, Correr
#######################,#######################,#######################

X,Y,Z
109,549,561
377,541,521
485,511,513
190,530,675
371,503,483
312,527,507
465,577,549
156,540,603
384,526,535
388,523,525
498,528,514
85,394,437
163,521,567
395,509,561
460,573,527
208,487,666
408,431,476
459,523,558
270,578,860
288,578,710
341,463,543
421,526,610
451,510,543
0,599,0
352,497,517
399,495,522
477,514,509
90,429,352
312,560,587
379,503,467
405,602,640
226,550,498
405,529,498
453,558,544
274,494,552
304,527,540
362,635,595
485,569,553
97,531,611
215,548,486
356,518,507
480,493,515
112,605,840
348,474,505
337,609,585
493,538,528
177,634,661
286,574,566
376,516,517
489,533,513
45,488,486
339,529,563
385,470,326
481,589,588
55,485,474
425,524,493
329,558,512
472,505,546
41,564,518
385,514,570
298,528,459
424,563,577
447,571,593
80,445,285
343,557,486
469,510,499
454,654,629
317,483,367
239,525,523
452,528,536
452,569,587
228,555,508
347,515,562
466,495,518
446,469,553
244,683,614
314,472,579
384,611,539
487,543,510
102,527,629
351,532,538
439,503,502
474,526,523
215,412,329
217,474,575
422,620,575
479,536,515
150,494,448
358,514,520
445,498,528
392,440,619
274,417,536
400,580,585
458,545,540
249,552,536
274,485,552
424,500,537
446,523,514
229,540,702
253,567,621
349,463,483
427,501,523
343,668,676
185,472,468
350,504,464
457,480,528
346,695,621
289,507,368
282,450,505
459,532,515
405,590,602
112,506,307
315,442,502
492,504,586
320,518,554
296,515,503
328,488,507
428,523,577
276,496,561
273,489,512
378,512,513
411,499,550
