#######################,###### LOG FILE #######,#######################
2009-01-22 18:08:57
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 68
Sexo:, Masculino
Actividade:, Cair para tras
#######################,#######################,#######################

X,Y,Z
76,528,467
377,530,466
407,547,468
444,538,490
557,547,547
461,337,472
539,377,506
435,365,476
420,353,439
428,389,449
414,426,453
445,397,464
427,389,456
440,399,460
414,412,451
418,406,456
422,399,451
427,401,452
427,400,454
421,399,450
418,408,454
426,394,454
425,408,460
423,399,456
437,401,452
434,403,454
428,398,453
427,395,457
419,397,450
425,403,454
420,400,456
423,401,454
424,400,455
425,402,452
423,401,458
427,400,453
422,400,453
422,400,452
427,403,454
428,404,453
423,404,454
