#######################,###### LOG FILE #######,#######################
2009-01-15 18:07:31
#######################,#######################,#######################
Idade:, 17
Altura:, 17
Peso:, 43
Sexo:, Feminino
Actividade:, Caminhar
#######################,#######################,#######################

X,Y,Z
81,517,501
292,555,475
319,489,463
366,531,468
357,506,472
296,441,443
362,613,487
329,478,470
385,506,465
386,458,456
310,454,420
267,603,521
362,462,481
358,504,486
384,497,485
350,497,484
295,436,446
308,459,455
394,498,488
400,478,478
298,468,445
290,560,497
373,484,483
373,451,475
347,522,502
325,459,456
296,583,509
389,513,498
399,433,467
374,420,468
291,641,457
319,559,500
357,445,436
371,456,438
373,469,475
234,597,479
327,486,491
356,445,457
366,411,443
270,465,432
401,530,507
371,504,492
348,505,483
356,499,471
351,470,496
315,513,466
351,607,489
338,480,477
367,503,484
391,475,472
341,474,452
324,456,407
428,579,488
295,572,475
344,465,493
365,468,479
337,488,481
312,522,475
357,553,489
337,496,481
366,477,481
365,472,462
358,477,448
318,492,413
377,533,493
324,532,474
340,526,495
358,481,483
365,492,488
320,476,457
332,523,473
314,488,472
369,515,483
384,518,464
347,480,437
246,563,534
369,492,496
358,539,495
364,518,503
350,439,443
338,481,472
301,552,475
333,576,485
342,508,469
379,495,458
337,492,459
264,567,494
383,561,503
342,527,486
316,515,489
359,485,454
344,511,505
362,471,460
362,497,484
332,557,476
315,495,456
348,491,455
386,480,456
309,472,441
364,539,481
