#######################,###### LOG FILE #######,#######################
2008-11-20 16:05:10
#######################,#######################,#######################
Idade:, 24
Altura:, 1.64
Peso:, 56
Sexo:, Feminino
Actividade:, Cair para a direita
#######################,#######################,#######################

X,Y,Z
104,523,543
362,527,536
363,534,510
384,499,495
352,516,464
378,526,503
520,668,558
369,838,555
448,644,368
478,838,666
547,501,527
543,633,571
462,701,493
484,685,544
493,674,511
476,684,512
500,668,503
489,682,512
495,663,502
499,691,509
474,674,502
479,670,487
