#######################,###### LOG FILE #######,#######################
2009-01-22 18:14:31
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 56
Sexo:, Masculino
Actividade:, Sentar
#######################,#######################,#######################

X,Y,Z
57,525,477
345,562,486
347,563,487
356,572,488
365,564,497
385,577,486
360,564,469
360,561,470
361,553,467
335,563,460
340,577,461
330,558,449
328,550,455
321,506,457
349,509,455
353,526,453
352,493,457
348,488,453
350,481,456
354,478,454
354,485,460
354,487,457
354,488,459
352,482,456
354,488,457
353,488,459
350,487,458
353,493,460
350,491,456
356,489,455
348,491,457
353,490,458
353,490,459
354,489,460
349,490,458
350,483,454
355,497,459
351,493,462
355,493,459
352,488,461
349,489,458
351,489,456
356,500,459
347,497,461
