#######################,###### LOG FILE #######,#######################
2008-11-20 16:09:36
#######################,#######################,#######################
Idade:, 24
Altura:, 1.64
Peso:, 56
Sexo:, Feminino
Actividade:, Correr
#######################,#######################,#######################

X,Y,Z
96,508,488
252,465,492
322,499,490
403,517,552
198,586,484
350,533,505
488,526,510
303,555,668
163,454,536
401,593,565
489,535,519
314,508,494
165,628,569
454,449,550
540,532,581
145,420,645
371,475,496
475,566,550
395,468,597
451,479,546
503,527,592
349,465,597
471,559,536
434,452,613
490,505,555
477,558,547
456,560,636
