#######################,###### LOG FILE #######,#######################
2009-01-23 17:31:18
#######################,#######################,#######################
Idade:, 18
Altura:, 18
Peso:, 56
Sexo:, Feminino
Actividade:, Cair para tras
#######################,#######################,#######################

X,Y,Z
83,490,468
352,515,469
358,527,471
403,532,472
394,553,532
881,942,794
754,686,181
742,523,235
529,568,425
535,607,501
480,574,468
406,589,391
423,688,350
533,668,380
521,619,403
