#######################,###### LOG FILE #######,#######################
2009-01-23 17:27:45
#######################,#######################,#######################
Idade:, 18
Altura:, 18
Peso:, 56
Sexo:, Feminino
Actividade:, Correr
#######################,#######################,#######################

X,Y,Z
106,502,514
25,739,637
382,590,538
506,370,501
311,677,644
0,614,937
496,546,542
513,546,514
370,652,648
518,478,504
378,552,641
0,571,276
394,565,551
512,557,524
225,598,705
307,545,548
481,519,515
390,509,594
200,555,711
404,498,549
500,544,510
304,515,650
0,975,0
399,488,498
163,544,680
170,584,672
443,561,540
470,545,552
254,637,726
417,556,483
525,455,445
0,662,759
281,604,609
442,544,524
482,561,522
151,636,636
404,536,446
494,497,508
172,696,750
218,543,731
387,578,544
476,545,542
208,645,686
189,611,583
498,509,532
499,470,513
162,561,648
279,569,502
497,539,529
330,621,721
0,343,0
422,512,520
517,509,534
45,649,535
201,660,679
458,513,520
476,507,518
15,591,532
342,602,555
486,500,519
531,548,513
84,385,339
392,556,538
491,511,516
267,581,731
0,325,271
481,506,505
493,420,537
255,641,544
147,608,701
494,593,554
308,422,564
0,537,0
474,463,446
473,504,538
162,602,608
290,604,571
483,542,530
381,467,640
149,572,920
385,521,550
476,450,509
105,611,711
271,584,655
502,535,487
457,498,416
489,512,515
462,555,533
490,521,510
209,659,829
0,533,310
438,546,512
486,495,527
131,611,784
0,817,836
491,519,467
453,584,576
109,505,413
355,601,584
519,501,479
484,520,511
111,521,671
411,618,574
499,552,543
327,600,407
0,22,84
464,484,542
399,678,692
152,393,603
367,543,502
469,583,599
425,515,312
0,537,657
463,473,517
496,532,526
378,468,406
90,589,582
487,542,539
340,580,693
286,628,812
369,430,492
480,522,518
184,606,593
21,429,278
528,531,432
435,541,527
540,735,298
171,552,558
491,565,566
205,502,558
364,626,619
355,564,512
415,548,486
367,535,502
246,621,505
361,532,512
