#######################,###### LOG FILE #######,#######################
2008-10-03 15:09:55
#######################,#######################,#######################
Idade:, 31
Altura:, 1.83
Peso:, 80
Sexo:, Masculino
Actividade:, Correr
#######################,#######################,#######################

X,Y,Z
75,476,496
339,501,498
345,511,505
345,494,500
343,500,499
335,499,500
340,498,505
339,506,505
343,501,500
340,504,500
342,500,506
342,499,506
339,503,501
345,505,503
337,497,506
340,488,506
344,505,506
339,508,501
339,507,501
343,498,506
348,494,503
345,503,505
339,500,506
342,498,507
345,502,505
345,494,505
342,501,507
345,508,516
334,497,527
345,499,539
370,479,527
373,524,472
294,453,383
346,516,453
386,472,482
398,468,519
174,446,425
246,591,496
434,486,459
507,536,544
4,380,373
278,486,434
532,516,534
353,473,566
110,603,391
435,474,478
509,572,539
99,418,421
547,546,617
466,435,595
39,604,468
525,548,525
237,468,489
543,509,573
0,530,509
429,519,507
465,564,501
346,460,638
368,573,489
500,553,523
557,516,539
31,486,478
369,531,516
510,541,504
383,489,612
299,570,448
473,556,509
496,525,500
324,542,605
600,564,500
375,467,601
124,540,457
435,522,534
463,546,529
0,342,299
313,493,483
500,572,511
387,526,630
67,589,490
409,505,485
458,530,504
139,437,428
444,522,512
427,588,606
205,539,443
473,531,503
464,498,522
135,467,495
362,562,496
540,480,491
264,559,456
514,554,571
484,505,546
0,442,500
398,549,510
504,507,528
372,483,579
311,494,436
564,529,595
522,488,480
0,529,470
410,497,509
548,524,551
314,472,415
555,528,544
421,459,603
6,614,466
314,500,481
585,513,563
3,401,377
345,492,416
482,466,535
402,433,672
249,605,394
458,467,480
515,513,502
0,401,412
336,482,433
495,502,505
401,467,616
203,624,462
338,516,502
518,496,526
290,481,506
335,541,547
373,489,498
389,506,477
272,570,451
284,462,460
382,497,516
331,493,485
339,495,489
346,501,499
353,506,503
338,484,495
336,503,494
348,483,498
344,513,506
343,478,489
