#######################,###### LOG FILE #######,#######################
2009-01-22 18:08:33
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 68
Sexo:, Masculino
Actividade:, Levantar depois de Deitar
#######################,#######################,#######################

X,Y,Z
79,401,442
419,406,440
421,426,455
426,387,445
440,412,465
426,409,439
417,392,427
414,407,421
401,440,415
377,479,412
328,489,404
358,557,421
395,558,442
358,608,414
357,612,431
371,610,454
382,606,462
378,589,454
392,594,460
385,584,461
382,590,466
373,589,461
374,585,463
371,594,466
348,589,460
348,577,457
365,577,474
350,573,458
356,560,451
358,577,457
357,573,454
358,570,450
360,580,462
359,582,457
360,574,452
361,578,453
361,578,455
360,583,452
363,577,451
362,582,453
359,579,450
362,585,454
363,582,451
368,578,453
362,583,454
361,581,451
