#######################,###### LOG FILE #######,#######################
2009-01-22 18:11:34
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 53
Sexo:, Masculino
Actividade:, Levantar depois de Deitar
#######################,#######################,#######################

X,Y,Z
95,432,428
365,476,449
354,488,444
348,653,420
364,640,450
376,609,468
380,623,475
375,623,485
369,597,480
383,591,493
365,581,494
364,565,489
356,567,488
354,561,484
346,547,492
345,526,469
348,542,475
344,537,477
359,562,471
343,542,474
346,558,468
354,556,469
353,554,461
347,554,460
349,557,459
343,555,456
353,546,456
344,553,461
358,550,467
346,549,468
350,557,468
347,547,467
344,547,465
347,550,464
347,547,469
347,547,469
347,549,470
347,548,473
346,549,466
347,547,469
347,552,468
345,549,466
345,547,468
348,548,466
347,549,465
349,550,469
345,550,469
347,552,467
346,549,472
