#######################,###### LOG FILE #######,#######################
2009-01-23 17:51:21
#######################,#######################,#######################
Idade:, 17
Altura:, 17
Peso:, 59
Sexo:, Masculino
Actividade:, Cair para a esquerda
#######################,#######################,#######################

X,Y,Z
85,475,511
342,513,515
346,500,508
341,486,488
342,507,483
326,498,475
407,496,466
439,513,520
489,528,536
938,300,52
585,565,330
533,625,472
467,605,467
436,589,445
400,595,421
335,701,378
422,686,408
474,638,425
467,638,405
456,603,405
436,638,399
498,685,427
433,634,414
432,630,405
433,634,421
449,639,420
433,645,419
437,642,412
422,644,420
441,632,424
459,629,417
456,636,411
460,626,408
456,637,413
419,641,428
452,643,422
454,639,419
452,644,424
457,631,408
