#######################,###### LOG FILE #######,#######################
2008-09-26 14:09:51
#######################,#######################,#######################
Idade:, 32
Altura:, 1.59
Peso:, 50
Sexo:, Feminino
Actividade:, Cair para a esquerda
#######################,#######################,#######################

X,Y,Z
96,533,473
0,939,172
552,489,544
562,609,473
532,631,369
661,667,483
438,572,410
677,593,405
464,602,337
471,559,343
513,548,342
443,611,349
508,579,358
528,608,368
527,609,380
521,623,376
493,610,387
519,615,378
