#######################,###### LOG FILE #######,#######################
2009-01-23 17:53:00
#######################,#######################,#######################
Idade:, 19
Altura:, 19
Peso:, 65
Sexo:, Feminino
Actividade:, Correr
#######################,#######################,#######################

X,Y,Z
103,582,541
197,487,500
515,523,513
459,641,616
135,543,447
451,553,487
614,430,555
376,593,603
140,581,460
433,571,513
516,586,565
75,515,518
384,563,478
606,425,520
234,678,628
203,622,455
393,579,491
530,574,553
0,537,413
312,477,466
573,516,518
0,920,617
68,653,444
310,566,537
550,593,573
0,472,456
232,563,435
517,460,527
146,726,567
99,454,452
421,503,516
503,640,611
109,472,520
360,564,467
600,467,610
278,579,450
186,470,475
428,577,533
517,535,553
42,666,470
287,615,439
617,498,556
284,469,363
147,463,427
410,573,552
555,510,580
32,649,481
325,600,506
593,441,562
196,680,727
146,533,516
486,493,583
197,393,432
407,524,532
577,478,590
189,790,453
260,544,539
437,508,534
309,594,628
285,651,445
576,475,477
433,580,500
295,609,443
329,559,477
576,557,529
0,610,295
231,602,518
579,490,537
253,754,603
146,565,415
358,611,528
530,559,539
0,468,458
646,492,505
53,830,517
222,582,433
356,538,506
551,607,556
12,579,636
378,569,515
562,462,547
159,737,548
291,499,515
513,566,533
335,617,558
281,595,433
531,533,555
246,587,571
183,485,477
424,543,539
482,677,631
145,612,593
358,564,498
327,520,419
264,567,509
336,590,505
392,517,507
