#######################,###### LOG FILE #######,#######################
2008-09-26 18:12:55
#######################,#######################,#######################
Idade:, 22
Altura:, 1.87
Peso:, 91
Sexo:, Masculino
Actividade:, Cair para a direita
#######################,#######################,#######################

X,Y,Z
79,528,412
371,566,460
361,555,445
373,545,464
403,531,460
428,530,490
508,701,645
837,0,194
535,509,536
512,622,562
651,287,333
553,448,310
529,474,437
498,388,361
501,395,419
504,414,368
536,424,396
504,426,388
528,453,368
524,462,390
491,439,325
486,437,356
