#######################,###### LOG FILE #######,#######################
2008-10-03 15:03:26
#######################,#######################,#######################
Idade:, 47
Altura:, 1.80
Peso:, 89
Sexo:, Masculino
Actividade:, Caminhar
#######################,#######################,#######################

X,Y,Z
62,475,484
345,497,486
347,526,550
357,491,491
370,513,498
340,495,491
344,507,496
337,496,506
341,518,505
335,506,504
345,499,499
334,482,485
334,551,488
331,502,469
355,502,475
364,510,468
357,556,464
356,508,444
301,409,453
316,452,487
338,482,485
357,494,486
360,479,481
351,515,493
317,536,515
361,433,479
322,500,460
398,508,487
404,510,486
290,460,472
187,392,490
342,543,502
352,496,486
389,517,493
335,544,534
318,491,462
285,538,481
390,492,477
293,524,480
376,469,470
377,444,494
329,484,503
374,510,487
349,505,486
339,520,475
288,459,482
424,400,469
304,526,487
284,517,491
262,552,462
364,420,474
375,496,490
333,495,498
334,489,524
329,494,465
383,511,472
387,548,447
349,424,479
369,507,486
362,505,497
279,461,541
368,487,474
387,506,470
378,544,448
339,547,419
371,437,481
340,491,493
364,507,487
358,482,488
341,568,482
245,457,517
454,434,470
304,502,488
399,493,478
378,531,465
316,482,444
244,419,491
346,548,501
369,455,486
363,495,491
368,506,481
356,514,482
320,461,481
360,373,468
309,522,491
403,483,478
372,499,479
291,519,483
306,559,444
431,532,470
348,464,485
374,508,483
359,500,489
336,545,491
338,467,470
364,370,454
279,531,476
425,480,481
347,515,469
305,532,460
289,571,456
468,533,480
372,424,482
354,493,495
369,497,489
345,518,474
351,470,457
323,471,526
319,500,473
382,505,492
386,499,461
352,512,449
224,422,455
398,548,507
386,466,492
337,497,479
371,508,489
378,503,455
327,450,457
287,364,483
318,507,472
416,481,488
361,515,469
316,545,444
276,506,444
415,494,473
357,435,492
394,530,498
372,495,484
347,473,478
289,474,475
340,349,498
276,530,489
393,494,481
399,506,471
307,516,451
153,319,499
350,537,500
387,482,470
383,487,496
365,538,495
346,559,501
291,435,488
373,437,470
297,505,475
403,494,486
379,518,481
297,423,475
201,451,482
365,460,478
366,493,485
366,489,482
314,466,494
373,356,478
293,544,487
393,493,484
396,501,474
297,487,488
450,551,478
376,424,476
359,500,487
352,493,486
370,503,473
313,420,506
303,528,490
390,491,481
382,511,476
315,518,462
286,574,467
439,487,491
369,406,475
356,505,487
345,487,467
274,425,511
377,515,458
372,512,482
