#######################,###### LOG FILE #######,#######################
2009-01-22 18:01:23
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 50
Sexo:, Feminino
Actividade:, Deitar
#######################,#######################,#######################

X,Y,Z
105,536,467
349,587,494
347,584,501
353,565,498
416,583,504
365,595,504
421,545,480
350,594,472
330,443,382
328,480,380
388,424,404
444,427,436
397,430,462
418,370,440
459,402,462
443,405,486
420,387,475
428,385,467
433,396,475
430,382,470
433,388,475
436,391,477
437,385,476
441,388,476
433,386,482
438,385,481
441,388,482
440,386,480
437,391,480
442,391,480
440,385,475
436,384,483
440,387,476
442,391,474
442,383,473
449,385,470
438,385,483
441,389,474
442,384,470
443,388,472
451,370,473
441,379,481
426,395,498
411,382,471
