#######################,###### LOG FILE #######,#######################
2009-01-23 17:50:16
#######################,#######################,#######################
Idade:, 17
Altura:, 17
Peso:, 59
Sexo:, Masculino
Actividade:, Deitar
#######################,#######################,#######################

X,Y,Z
99,522,404
397,492,423
316,465,358
373,396,394
415,384,427
429,411,409
458,392,435
455,383,448
444,377,448
464,392,452
456,370,470
466,364,484
490,390,496
457,366,482
486,375,458
453,381,459
464,368,467
462,376,469
482,404,465
471,385,471
479,379,474
466,377,468
454,380,464
460,382,483
450,381,485
453,386,471
461,376,487
463,374,474
478,378,487
476,368,483
468,378,480
471,386,480
480,397,468
473,366,482
488,397,437
484,387,480
478,378,490
486,373,466
475,371,484
475,378,476
496,383,468
