#######################,###### LOG FILE #######,#######################
2009-01-15 17:41:26
#######################,#######################,#######################
Idade:, 19
Altura:, 19
Peso:, 45
Sexo:, Feminino
Actividade:, Levantar depois de Sentar
#######################,#######################,#######################

X,Y,Z
80,414,402
426,460,397
380,512,395
364,579,433
401,682,536
427,655,478
425,659,541
388,610,457
401,618,523
406,593,522
340,577,518
347,578,491
361,586,493
