#######################,###### LOG FILE #######,#######################
2009-01-15 17:14:57
#######################,#######################,#######################
Idade:, 47
Altura:, 47
Peso:, 70
Sexo:, Masculino
Actividade:, Cair para a direita
#######################,#######################,#######################

X,Y,Z
78,517,483
350,551,484
353,565,476
368,542,467
356,531,464
388,566,468
425,560,501
495,542,525
556,392,29
738,347,453
597,449,490
593,364,511
557,431,453
603,406,433
612,416,442
601,414,451
592,427,450
567,428,396
505,493,337
469,588,404
485,555,382
404,369,358
488,369,411
495,433,406
459,440,381
487,441,384
469,424,390
473,417,391
471,427,389
471,436,388
464,417,379
486,430,386
469,434,357
