#######################,###### LOG FILE #######,#######################
2009-01-23 17:48:19
#######################,#######################,#######################
Idade:, 17
Altura:, 17
Peso:, 68
Sexo:, Feminino
Actividade:, Cair para a direita
#######################,#######################,#######################

X,Y,Z
80,549,459
442,550,503
542,477,498
629,486,312
740,513,51
547,417,411
516,494,438
495,509,395
493,592,347
470,590,308
482,536,325
485,527,361
481,532,361
505,504,354
511,509,349
518,494,340
528,519,344
513,514,352
501,512,352
