#######################,###### LOG FILE #######,#######################
2009-01-15 18:14:04
#######################,#######################,#######################
Idade:, 17
Altura:, 17
Peso:, 64
Sexo:, Feminino
Actividade:, Cair para a esquerda
#######################,#######################,#######################

X,Y,Z
76,488,477
349,508,476
356,512,479
370,516,480
478,540,514
444,536,510
427,285,324
1013,0,274
563,520,468
519,524,497
530,445,429
533,422,399
522,408,377
510,430,391
518,422,402
527,417,399
513,410,396
521,403,417
535,427,401
511,444,367
502,487,333
