#######################,###### LOG FILE #######,#######################
2009-01-22 18:04:50
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 54
Sexo:, Masculino
Actividade:, Deitar
#######################,#######################,#######################

X,Y,Z
110,608,515
322,602,443
298,572,403
346,528,389
378,525,416
385,492,415
406,464,418
415,450,398
424,411,412
437,393,436
436,371,441
444,431,459
424,395,463
425,389,455
439,406,449
436,393,455
430,394,453
433,401,450
435,398,451
434,396,450
431,398,452
433,393,454
434,400,448
432,396,454
434,397,453
436,400,452
443,402,459
431,396,455
437,396,453
433,388,448
434,397,454
434,394,449
435,398,447
434,400,448
433,397,450
434,397,450
433,400,445
433,399,448
434,398,449
435,396,451
434,397,450
433,396,450
432,395,449
433,398,449
436,398,449
433,396,452
434,399,452
435,397,450
436,399,447
432,401,446
431,401,449
429,404,448
