#######################,###### LOG FILE #######,#######################
2009-01-22 18:08:08
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 68
Sexo:, Masculino
Actividade:, Levantar depois de Sentar
#######################,#######################,#######################

X,Y,Z
88,553,441
382,577,451
380,564,456
380,573,466
428,454,390
373,577,473
370,562,457
354,592,469
359,599,477
351,589,464
351,557,455
360,567,459
353,569,460
360,584,460
357,572,454
357,577,453
361,585,454
360,581,459
359,574,458
358,571,450
356,575,456
360,573,464
357,567,450
355,570,455
353,574,463
351,570,455
351,571,455
357,567,453
357,570,455
355,570,455
353,571,455
358,568,454
354,570,453
357,568,454
354,562,453
360,571,452
356,569,451
354,568,451
359,570,455
356,572,457
357,569,458
354,570,454
357,568,456
358,569,453
356,571,455
358,577,462
356,573,459
363,578,450
