#######################,###### LOG FILE #######,#######################
2008-10-02 19:36:40
#######################,#######################,#######################
Idade:, 25
Altura:, 1.64
Peso:, 60
Sexo:, Feminino
Actividade:, Levantar depois de Deitar
#######################,#######################,#######################

X,Y,Z
81,568,385
521,618,380
536,626,394
530,634,400
513,614,399
553,626,419
557,617,407
562,601,376
560,579,363
542,559,363
533,556,359
536,527,351
503,501,334
518,540,365
489,518,331
476,495,335
487,528,343
483,466,299
346,422,301
352,478,374
380,504,424
351,518,428
363,530,450
396,530,457
401,546,485
365,558,507
337,553,478
334,541,482
317,561,487
330,530,479
354,544,484
331,533,462
378,545,460
351,537,446
383,581,504
335,544,470
