#######################,###### LOG FILE #######,#######################
2009-01-22 18:04:27
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 54
Sexo:, Masculino
Actividade:, Sentar
#######################,#######################,#######################

X,Y,Z
366,601,509
343,594,489
352,641,491
350,627,475
349,614,461
327,594,447
360,550,443
354,534,438
362,545,444
360,530,437
364,518,441
359,504,431
357,524,443
359,518,440
354,516,435
354,526,447
359,518,439
357,513,441
357,515,441
353,515,442
352,520,440
357,523,442
355,520,443
355,519,437
359,514,438
356,523,442
358,519,434
351,521,442
355,525,440
355,524,433
358,516,436
357,518,439
355,516,439
354,523,439
355,519,435
358,518,436
354,524,440
355,519,441
359,523,435
357,523,442
