#######################,###### LOG FILE #######,#######################
2008-09-26 13:40:24
#######################,#######################,#######################
Idade:, 31
Altura:, 1.74
Peso:, 72
Sexo:, Masculino
Actividade:, Cair para a esquerda
#######################,#######################,#######################

X,Y,Z
85,480,508
339,497,508
344,492,508
345,496,509
363,509,504
373,499,485
407,510,527
349,505,517
354,504,507
341,532,486
404,475,492
136,950,240
457,717,568
544,608,478
635,683,334
494,631,426
600,542,361
427,585,327
488,603,408
450,622,372
546,612,382
455,628,399
474,630,397
491,635,392
477,620,382
465,617,386
475,623,382
451,621,387
483,621,388
499,623,375
