#######################,###### LOG FILE #######,#######################
2009-01-15 17:43:37
#######################,#######################,#######################
Idade:, 18
Altura:, 18
Peso:, 56
Sexo:, Feminino
Actividade:, Caminhar
#######################,#######################,#######################

X,Y,Z
83,531,538
283,591,522
370,514,507
336,538,457
292,555,430
304,604,564
387,497,509
360,557,491
305,602,560
336,592,521
373,514,477
342,548,493
334,551,508
374,509,489
367,497,462
305,611,574
389,522,497
361,500,450
307,549,459
345,612,524
358,546,509
334,559,484
377,485,473
340,512,470
328,520,461
288,566,502
344,494,478
378,525,465
371,519,454
298,582,456
256,592,569
354,542,483
351,534,481
359,550,485
321,508,470
330,566,526
303,564,504
378,515,482
366,508,463
368,545,488
333,527,477
308,589,585
353,529,508
375,497,485
361,528,475
316,505,480
343,541,493
303,612,524
367,520,507
361,509,467
363,524,483
352,502,431
263,636,576
399,529,514
357,544,500
353,491,478
317,529,469
324,552,458
364,595,538
320,519,508
379,539,476
371,501,441
236,591,444
300,624,544
368,527,501
356,549,497
358,526,493
308,507,463
313,504,468
354,628,555
309,532,530
382,518,481
378,485,421
251,580,464
301,616,558
367,543,519
376,549,500
351,537,484
337,508,464
321,492,446
320,603,558
392,512,478
289,527,462
326,544,515
360,530,488
350,518,474
390,495,411
300,573,563
290,577,502
393,522,485
375,537,459
386,562,470
326,534,454
366,529,587
361,527,490
335,525,488
