#######################,###### LOG FILE #######,#######################
2009-01-22 18:11:22
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 53
Sexo:, Masculino
Actividade:, Deitar
#######################,#######################,#######################

X,Y,Z
101,579,467
372,536,465
306,546,454
320,503,446
324,520,437
354,480,448
384,447,451
387,423,436
399,425,453
407,347,430
425,405,431
449,407,440
452,406,454
436,384,447
437,399,454
436,391,454
424,381,473
431,394,447
430,396,447
439,398,456
426,389,442
428,411,443
421,394,442
431,397,447
435,395,445
440,405,444
436,400,444
433,394,447
434,397,447
440,398,441
436,396,447
434,397,445
428,400,445
440,398,445
436,396,445
436,394,443
437,395,445
438,397,446
437,396,445
433,402,444
437,396,450
439,400,444
433,397,446
437,399,449
434,396,450
433,397,451
441,403,451
