#######################,###### LOG FILE #######,#######################
2009-01-22 18:04:38
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 54
Sexo:, Masculino
Actividade:, Levantar depois de Sentar
#######################,#######################,#######################

X,Y,Z
93,537,493
365,570,495
357,562,487
376,550,491
353,539,490
330,515,476
337,527,486
343,521,482
340,523,482
349,524,478
348,518,484
346,535,486
339,542,487
343,516,484
328,578,571
327,534,489
333,537,493
342,525,491
339,531,496
340,532,488
341,533,493
340,533,493
340,530,493
339,530,492
343,532,491
340,533,496
342,534,492
339,529,491
343,532,489
338,530,489
342,531,491
340,530,487
341,529,492
340,528,489
345,531,489
338,527,492
