#######################,###### LOG FILE #######,#######################
2008-10-02 19:35:48
#######################,#######################,#######################
Idade:, 25
Altura:, 1.64
Peso:, 60
Sexo:, Feminino
Actividade:, Levantar depois de Sentar
#######################,#######################,#######################

X,Y,Z
48,500,383
390,511,387
392,511,391
392,513,388
389,513,386
389,513,389
390,511,389
393,513,385
400,507,385
401,495,370
372,511,365
346,544,398
347,538,413
379,537,447
407,530,483
386,557,492
338,539,466
351,544,488
345,544,478
341,547,483
343,547,478
342,546,480
344,547,480
346,543,480
343,544,481
339,544,476
349,546,478
345,553,483
344,549,481
