#######################,###### LOG FILE #######,#######################
2008-11-20 16:32:00
#######################,#######################,#######################
Idade:, 24
Altura:, 1.64
Peso:, 60
Sexo:, Feminino
Actividade:, Cair para a esquerda
#######################,#######################,#######################

X,Y,Z
106,522,527
350,511,483
325,513,483
351,524,539
352,492,483
381,547,480
398,520,510
305,442,477
344,479,502
347,480,496
340,471,481
415,438,485
383,444,499
637,0,209
620,458,617
606,568,597
502,331,537
549,461,460
588,415,405
517,376,470
482,371,456
498,372,451
479,379,423
487,412,479
471,402,412
472,371,418
