#######################,###### LOG FILE #######,#######################
2008-09-26 19:16:36
#######################,#######################,#######################
Idade:, 34
Altura:, 1.68
Peso:, 72
Sexo:, Masculino
Actividade:, Cair para a frente
#######################,#######################,#######################

X,Y,Z
50,535,484
356,572,482
353,581,487
366,574,488
406,565,496
438,548,506
523,549,507
690,1022,1022
455,715,601
579,628,533
547,585,471
513,734,468
478,653,496
475,677,489
487,658,492
491,689,502
512,669,499
499,683,510
501,664,487
496,676,502
502,678,502
495,681,503
494,680,501
489,671,495
