#######################,###### LOG FILE #######,#######################
2008-09-26 18:14:01
#######################,#######################,#######################
Idade:, 22
Altura:, 1.87
Peso:, 91
Sexo:, Masculino
Actividade:, Deitar
#######################,#######################,#######################

X,Y,Z
388,592,444
418,545,446
269,546,190
359,415,365
376,478,407
430,492,454
376,443,394
409,390,388
509,429,397
516,409,426
489,296,489
466,339,489
462,425,482
448,409,467
470,397,455
457,380,465
462,362,467
478,384,481
462,321,465
462,384,465
