#######################,###### LOG FILE #######,#######################
2008-09-30 10:52:25
#######################,#######################,#######################
Idade:, 30
Altura:, 1.65
Peso:, 65
Sexo:, Masculino
Actividade:, Caminhar
#######################,#######################,#######################

X,Y,Z
49,499,492
348,523,495
335,522,492
351,514,480
348,510,499
343,509,480
337,526,493
327,527,491
355,527,496
354,528,491
354,532,476
349,557,480
320,530,468
311,560,524
333,486,445
330,539,504
369,493,481
369,508,461
304,518,432
341,435,422
313,520,510
355,503,482
324,507,478
332,502,491
307,475,467
356,562,560
315,543,473
387,462,473
382,514,462
355,547,500
276,511,431
295,435,475
351,523,561
357,493,487
360,543,485
342,549,483
331,514,503
301,508,458
357,579,532
328,460,423
323,531,482
375,508,476
379,507,478
288,513,529
301,552,467
388,427,441
322,444,449
358,548,515
336,510,477
362,518,487
325,546,493
311,599,540
374,428,461
315,560,491
372,475,474
314,501,509
341,576,478
314,429,508
375,519,544
333,505,494
342,524,496
332,504,483
318,538,545
358,482,478
355,537,499
378,496,471
364,491,464
322,540,560
257,502,507
433,510,526
321,441,495
358,500,484
363,526,467
380,486,481
295,503,491
341,496,534
316,515,527
332,529,488
377,485,464
368,537,472
323,482,423
274,430,524
405,544,576
360,476,507
328,538,491
347,533,467
357,535,473
326,509,491
288,494,506
350,464,456
317,558,495
392,470,471
390,501,461
277,462,560
344,571,535
381,452,470
323,464,493
359,546,522
332,524,481
345,511,481
357,510,486
264,499,483
377,462,461
332,554,495
382,488,490
287,488,533
292,567,490
401,476,478
329,431,438
363,524,502
359,521,497
335,504,477
320,544,500
309,555,552
320,429,452
362,538,504
386,469,481
382,498,468
304,497,551
320,587,504
395,415,431
294,473,454
375,536,517
323,491,477
351,507,482
348,528,508
249,530,509
379,455,479
319,550,501
382,462,471
375,514,475
333,505,476
326,567,459
359,411,433
332,508,527
365,510,518
341,508,490
348,528,478
347,485,493
282,471,496
403,510,513
316,566,500
388,487,483
364,496,463
351,514,487
288,548,435
361,444,453
317,519,548
341,518,499
360,524,519
334,526,492
332,494,513
314,491,493
321,537,545
365,524,485
336,524,508
389,499,470
352,518,474
327,517,427
311,508,483
335,547,548
361,529,542
333,554,505
346,510,518
305,507,497
333,528,535
339,546,480
357,527,512
346,515,481
355,521,487
335,556,434
345,544,582
370,463,494
305,472,453
371,592,503
344,531,525
340,486,502
313,516,501
318,509,529
366,526,504
388,486,494
347,495,477
365,508,463
333,516,515
295,538,512
371,510,522
324,490,483
370,526,519
355,532,507
341,520,507
275,523,528
342,468,494
363,507,487
368,495,483
373,490,471
298,473,559
285,557,497
374,523,528
338,480,496
356,534,500
343,518,493
345,514,485
329,524,502
311,568,558
305,510,470
394,504,491
372,479,473
369,518,463
337,509,390
298,488,497
354,518,537
385,522,499
358,522,494
347,507,508
348,510,504
313,476,473
340,559,559
280,528,471
363,507,486
365,501,458
358,490,411
327,466,506
347,514,535
337,484,500
355,525,506
339,512,502
341,499,505
330,480,486
295,568,557
367,457,476
339,506,492
375,505,489
380,500,467
305,492,547
344,472,498
366,505,505
358,509,503
325,507,500
347,517,497
352,528,515
286,569,526
382,476,525
340,540,505
377,535,500
369,517,496
327,541,549
338,562,523
321,505,520
338,538,523
321,547,534
349,537,529
341,522,534
346,505,506
329,496,491
345,502,495
359,519,481
366,497,474
345,520,473
344,517,487
331,553,459
302,485,493
357,503,504
363,475,509
348,483,527
361,514,502
343,525,515
348,508,511
336,481,511
287,555,546
372,523,512
331,539,492
376,492,465
355,502,470
329,514,475
327,576,453
373,452,419
358,513,526
331,516,509
336,537,514
328,528,498
346,513,502
299,493,505
337,524,537
308,547,478
389,526,507
382,502,479
349,529,460
365,508,435
316,549,503
339,493,476
379,471,518
336,503,507
350,515,511
341,514,503
335,513,493
293,510,504
326,536,571
