#######################,###### LOG FILE #######,#######################
2009-01-22 17:37:07
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 58
Sexo:, Feminino
Actividade:, Cair para a frente
#######################,#######################,#######################

X,Y,Z
109,601,518
408,547,516
476,464,491
533,515,493
884,1022,409
635,688,544
536,603,523
445,694,582
508,671,510
517,697,472
508,694,485
484,660,515
499,689,493
493,669,484
488,546,450
502,675,508
503,679,512
498,671,519
497,673,494
496,667,479
496,674,494
504,681,501
503,673,500
502,675,499
495,677,495
498,674,497
502,674,503
506,678,505
504,673,507
508,675,505
501,673,506
500,675,503
502,674,507
503,675,506
507,673,507
504,675,506
505,674,507
507,673,508
504,674,507
