#######################,###### LOG FILE #######,#######################
2008-09-30 10:53:11
#######################,#######################,#######################
Idade:, 30
Altura:, 1.65
Peso:, 65
Sexo:, Masculino
Actividade:, Deitar
#######################,#######################,#######################

X,Y,Z
97,493,466
342,511,487
259,501,486
311,506,477
329,537,484
343,499,517
356,496,567
420,481,586
414,493,596
377,542,630
360,516,650
416,600,620
101,659,634
432,580,543
475,667,599
481,671,577
502,702,608
487,684,504
494,683,536
508,647,592
494,681,526
493,684,506
513,668,574
481,671,554
504,674,551
481,670,549
501,674,555
487,669,551
490,675,543
489,666,530
488,677,535
492,671,527
490,674,532
496,678,532
487,668,531
495,671,547
485,674,532
485,667,534
477,679,539
472,677,535
498,673,540
474,677,531
