#######################,###### LOG FILE #######,#######################
2008-09-26 19:17:40
#######################,#######################,#######################
Idade:, 34
Altura:, 1.68
Peso:, 72
Sexo:, Masculino
Actividade:, Cair para a direita
#######################,#######################,#######################

X,Y,Z
85,487,548
345,527,545
352,525,540
365,528,534
347,544,545
386,513,544
435,557,544
433,590,540
411,565,478
427,883,395
288,828,527
562,467,559
494,469,400
563,717,388
494,627,307
534,666,422
480,580,364
470,441,305
443,538,346
410,560,355
412,565,373
398,571,389
385,590,399
405,599,407
402,609,408
406,602,415
399,620,425
388,604,419
392,587,400
399,601,415
403,615,415
408,603,409
395,609,414
400,596,402
