#######################,###### LOG FILE #######,#######################
2009-01-22 17:55:45
#######################,#######################,#######################
Idade:, 16
Altura:, 16
Peso:, 53
Sexo:, Masculino
Actividade:, Cair para tras
#######################,#######################,#######################

X,Y,Z
88,490,472
433,502,489
561,527,540
551,79,283
553,290,233
520,399,465
488,449,451
497,427,442
455,369,397
448,407,430
450,402,430
472,392,415
483,390,422
484,389,438
479,398,433
472,388,429
460,391,430
476,401,428
472,378,414
459,404,432
469,396,439
479,392,421
478,397,427
475,402,420
473,392,425
464,399,430
472,399,426
467,388,436
460,389,431
478,389,422
470,397,423
454,400,430
465,389,425
458,394,426
465,388,429
465,386,417
457,367,415
465,400,427
481,393,421
465,406,432
479,388,419
424,362,447
497,425,559
404,443,435
494,364,402
490,409,446
458,398,443
